Test Case,Sequential CPU,OpenMP (1T) (Scalar),OpenMP (1T) (AVX),OpenMP (2T) (Scalar),OpenMP (2T) (AVX),OpenMP (4T) (Scalar),OpenMP (4T) (AVX),OpenMP (8T) (Scalar),OpenMP (8T) (AVX),OpenMP (12T) (Scalar),OpenMP (12T) (AVX),OpenMP (16T) (Scalar),OpenMP (16T) (AVX),OpenCL NAVI 23,OpenCL Radeon 680M
Baseline: 5x5 Edge Detect,0.005,0.007,0.008,0.034,0.036,0.049,0.05,0.092,0.147,0.147,0.138,0.195,0.179,0.004,0.003
